ca_address_sk|ca_street_number|ca_street_name|ca_city|ca_state|ca_zip
38795|806|Main Williams|Lakeside||29532
38796|407|Washington Park|Brownsville|CO|89310
38797|544|Smith East|Jackson|KS|69583
38798|521|2nd Hillcrest|Greenfield|PA|15038
38799|752|Fifth Elm|Riverview|IA|59003
38800|336|Pine Ridge|Jackson|KS|69583
38801|277|Ninth Cedar|Jackson|ID|89583
38802|554|Woodland 6th|Crossroads|NY|10534
38803||Birch |||
38804|926|Meadow |Rocky Point|TX|71209
38805|829|Cherry |Spring Hill|OH|46787
38806|100|||SD|
38807|958|3rd Meadow|Greenfield|IA|55038
38808|21|Madison Ridge|Concord|KY|44107
38809|806|Ash Hillcrest|Springdale|NE|68883
38810|419|First Birch|Riverview|IN|49003
38811|998|College |Mount Olive|AZ|88059
38812|708|Lincoln Railroad|Mount Olive|KY|48059
38813|374|2nd 2nd|Mountain View|GA|34466
38814|52|Cedar |Harmony|WA|95804
38815|878|Washington Spring|Antioch|MO|68605
38816|367|Lakeview Chestnut|||
38817|81|Hickory Oak|Lakeview|IN|48579
38818|729|Church |Union Hill|OK|77746
38819|350|Railroad 1st|Edgewood|TX|70069
38820|830|Lee 6th|Springdale|NE|68883
38821|737|Lakeview |Shady Grove|IN|42812
38822|493|Church |Oakland|GA|39843
38823|53|Willow 3rd|Enterprise|SC|21757
38824|922|Adams Pine|Cedar Grove|ID|80411
38825|||||
38826|624|Fifth |Greenfield|CO|85038
38827|179|Locust Dogwood|Lakeview|IN|48579
38828||Johnson ||WY|
38829|304|5th Fifth|Clinton|MS|58222
38830|888|Sunset Ash|Summit|MO|60499
38831|729|North Railroad|Oakland|WV|29843
38832|221|Williams |Liberty|OK|73451
38833|740|Spring Walnut|Shiloh|OH|49275
38834|798|Washington |Greenville|IL|61387
38835|217|Johnson |Waterloo|VA|21675
38836|30|Elm 3rd|Hopewell|IN|40587
38837|||Pleasant Hill||73604
38838|728|Madison |Oneida|OH|44027
38839|563|Main |Cedar Grove|TX|70411
38840|756|Tenth |Spring Valley|ID|86060
38841|163|Central Main|Highland Park|TN|36534
38842|749|Ridge |Highland|ID|89454
38843|268|Lincoln 5th|Arlington|OH|46557
38844|387|Central 6th|Bridgeport|MN|55817
38845|136|Meadow |Marion|CA|90399
38846|342|Spruce Poplar|Ashland|NM|84244
38847|244|Center Woodland|Brownsville|NV|89310
38848|328|Miller |Liberty|KS|63451
38849|192|Third 4th|Cedar Grove|NY|10411
38850|993|Spruce |Clinton|TN|38222
38851|646|Johnson 10th|Pleasant Valley|MO|62477
38852|855|Railroad East|Macedonia|NE|61087
38853|851|7th |Waterloo|GA|31675
38854|834|Birch South|Liberty|MO|63451
38855|800|Main |Newport|TX|71521
38856|30|Oak Hill|Union|GA|38721
38857|525|6th |Colfax|GA|32565
38858|670|2nd |Mountain View|VT|05066
38859|713|Washington Laurel|Bridgeport|VA|25817
38860||||CA|98434
38861|764|Washington |Farmington|AL|39145
38862|931|Third |Red Hill|MO|64338
38863|951|Sycamore |Mount Zion|IL|68054
38864|188|Laurel Wilson|Hamilton|NC|22808
38865||||MI|
38866|767|Mill 1st|Crossroads|KS|60534
38867|661|Wilson 13th|Green Acres|WI|57683
38868|192|1st Walnut|Brownsville|FL|39310
38869|370|Fifth |Bay View|AR|76457
38870|817|Main Sunset|Bunker Hill|MO|60150
38871|860|Willow |Green Acres|PA|17683
38872|32|Main Hillcrest|Forest Hills|AR|79237
38873|364|Hill 3rd|Farmington|VA|29145
38874|132|Adams Willow|Arlington|WI|56557
38875|44|Birch |Woodlawn|OK|74098
38876|662|Walnut South|Woodville|SC|24289
38877|617|Franklin Fifth|Franklin|OK|79101
38878|715|Elm |Concord|MI|44107
38879|101|2nd |Mount Vernon|TX|79127
38880|574|Laurel East|Riverside|IL|69231
38881|789|Birch 9th|Centerville|TX|70059
38882|344|Jackson 8th|Fairfield|MA|06792
38883|347|9th |Edgewood|KY|40069
38884|609|Walnut |Riverview|FL|39003
38885|753|Lakeview |Pleasant Valley|AL|32477
38886|864|Willow Church|Franklin|TN|39101
38887|404|Jackson 14th|Greenwood|SD|58828
38888|581|Cherry South|Jackson|IL|69583
38889|620|1st East|Highland Park|SC|26534
38890|418|Fourth Dogwood|Riverside|WA|99231
38891|303|Spring South|Gladstone|SD|50894
38892|523|3rd 6th|Edgewood|TN|30069
38893|810|9th Spring|Springdale|KY|48883
38894|710|7th Williams|Greenfield|KY|45038
38895|222|Dogwood |Wildwood|WA|96871
38896||||IL|
38897|||Highland|NC|29454
38898|522|8th Meadow|Lone Star|TX|77280
38899|576|South |Mountain View|TX|74466
38900|864|5th 3rd|Fairview|NE|65709
38901||||OH|46787
38902|794|Cherry Maple|Pomona|MS|54153
38903|414|South Franklin|Redland|TX|76343
38904|649|8th Lincoln|Tabor|VA|28529
38905|325|Hickory 1st|Mount Pleasant|TX|
38906|325|Walnut |Summit|TX|70499
38907|855|Forest Sycamore|Union|IN|48721
38908|586|9th 4th|Maple Grove|KS|68252
38909|832|Miller |Caledonia|VA|27411
38910|359|6th Fourth|Sunnyside|VA|21952
38911|30|Park |Highland|TX|79454
38912|821|15th |White Oak|TX|76668
38913|952|Lakeview |Brownsville|NM|89310
38914|103|River Lakeview|Clinton|OH|48222
38915|478|East |New Hope|FL|39431
38916|202|7th |Midway|VA|21904
38917|515|8th 4th|Newport|CO|81521
38918|272|Locust |Red Hill|MO|64338
38919|897|Cedar |Riverview|MT|69003
38920|329|Cedar Ridge|Pleasant Grove|GA|34136
38921|742|Johnson |Woodland|KY|44854
38922|473|Davis West|Bayview|VA|29672
38923|572|3rd Cherry|Fox|MN|50631
38924|747|Wilson |Dallas|AR|73628
38925|128||Red Hill|MI|
38926|224|Ash |Union Hill|IL|67746
38927|31|Green Oak|Mount Pleasant|NC|22739
38928|890|Elm |Jackson|PA|19583
38929|369|Center |Liberty|KY|43451
38930|501|Maple |Red Hill|GA|34338
38931|325|Jefferson Spruce|Harmon|MN|55623
38932|133|Adams |Cottonwood|WV|23647
38933|147|Fifth Ridge|Greenwood|LA|78828
38934|701|Broadway 9th|Harmony|ND|55804
38935|92|Davis |Providence|GA|36614
38936|962|Cedar |Star|GA|30725
38937|71|Walnut |Providence|MS|56614
38938|823|Madison Lee|Green Acres|WA|97683
38939|432|1st |Forest Hills|OH|49237
38940|978|Sixth Davis|Mount Vernon|WA|99127
38941|900|Fifth |Plainview|TN|33683
38942|941|Ash |Highland|ME|09454
38943|528|West |Fisher|WI|52819
38944|789|Walnut |Lincoln|ID|81289
38945|204|13th Green|Valley View|MI|45124
38946|929|River |Springfield|KS|69303
38947|223|Park Oak|Jamestown|OH|46867
38948|506|Johnson Hickory|Springfield|SD|59303
38949|772|Jefferson 10th|Friendship|HI|94536
38950|316|Main |Pleasant Valley|TX|72477
38951|369|Railroad |Oakwood|AZ|80169
38952|930|3rd View|Bloomingdale|TN|31824
38953|205|College |Hardy|WY|85354
38954|474|Chestnut 5th|Woodlawn|IA|54098
38955|373|Railroad |Woodville|NE|64289
38956|55|Locust |Oakland|MO|69843
38957|686|Sixth Lincoln|Shiloh|AK|99275
38958|489|3rd Poplar|Springfield|MS|59303
38959|648|Williams Sunset|Plainview|MN|53683
38960|68|Broadway |Woodlawn|TN|34098
38961|768|Locust Madison|Summit|NC|20499
38962|53|Fourth |White Oak|FL|36668
38963|594||||
38964|928|Seventh |Woodland|VA|24854
38965|773|Hill 12th|Macedonia|MT|61087
38966|190|10th |Pleasant Hill|TX|73604
38967|607|Lake |Hamilton|IA|52808
38968|973|Miller |Cedar Grove|OR|90411
38969|739||Milan|TX|
38970|292|3rd |Stratford|VT|07268
38971|161|Center Willow|Fairfield|TN|36192
38972|879|11th 2nd|Sleepy Hollow|GA|33592
38973|620|Main |Farmington|MN|59145
38974|114|Jackson Jackson|Pine Grove|IA|54593
38975|475|Spring |Forest Hills|ND|59237
38976|588|Fourth |Jamestown|NJ|07467
38977|176|Willow |Bridgeport|AZ|85817
38978|742|Cedar |Riverview|CA|99003
38979|94|Jackson 13th|Liberty|MO|63451
38980|374|7th |Ashland|PA|14244
38981|387|Dogwood |Jamestown|IA|56867
38982|127|Oak |Unionville|KY|41711
38983|700|Washington |Hopewell|MN|50587
38984|635|7th |Walnut|WA|96245
38985|96|3rd Church|King|MI|40008
38986|772|Birch Fifth|Fairview|MI|45709
38987|40|Smith |Lakeview|OK|78579
38988|69|5th Spring|Crystal|MS|55258
38989|698|Lakeview 7th|Riverside|SD|59231
38990|548|Center Elm|Lakeside|SC|29532
38991|136|Broadway |Plainview|NC|23683
38992|859|Third Eigth|Liberty|TX|73451
38993|368|Jefferson |Oakdale|MI|49584
38994|482|9th |New Hope|KY|49431
38995|770|Jefferson |Pleasant Hill|KS|63604
38996|756|Sunset 11th|White Oak|OK|76668
38997|29|Second 8th|Oakwood|IA|50169
38998|572|Willow Oak|Five Forks|AZ|82293
38999|928|Railroad 13th|Lebanon|IA|52898
39000|898|Wilson |Shiloh|LA|79275
39001|74|Madison Lakeview|Phoenix|MN|52276
39002|295|View |Enterprise|TX|71757
39003|152|Sycamore |Spring Hill|MT|66787
39004|200|Elm Second|Wildwood|LA|76871
39005|119|Third River|Forest Hills|AL|39237
39006|497|Fourth |Fairfield|MI|46192
39007|477|Central 6th|Mount Zion|KY|48054
39008|365|Maple |Belmont|NJ|00791
39009|512|Spring |Springdale|IA|58883
39010|529|4th |Walnut Grove|NY|17752
39011|467|Green 8th|Greenfield|IL|65038
39012|339|Sunset |Bridgeport|MN|55817
39013|590|Railroad Elm|Union|CA|98721
39014|298|Adams Chestnut|Farmington|MN|59145
39015|922|Fourth |Concord|MT|64107
39016|981|North |Highland|IA|59454
39017|104|Jackson |Greenwood|NY|18828
39018|920|Oak 5th|Cherry Valley|NE|60854
39019|696|South Hill|Lakeside|IN|49532
39020|64|Maple 12th|Salem|AL|38048
39021|114|Third |Walnut Grove|GA|37752
39022|488|Oak 14th|Antioch|WV|28605
39023|120|Third Second|Cumberland|AL|38971
39024|306|Jefferson 1st|New Hope|LA|79431
39025|392|First |Macedonia|WA|91087
39026|738|Lakeview |Longwood|GA|37021
39027|52|1st |New Hope|TX|79431
39028|430|3rd |Macedonia|MO|61087
39029|242|Franklin |Midway|MI|41904
39030|547|Cedar |Harmon|WA|95623
39031|768|3rd 7th|Wildwood|IA|56871
39032|695|West Railroad|Deerfield|MN|59840
39033|907|Second Hillcrest|Shady Grove|ID|82812
39034|400|Oak 1st|Mount Pleasant|TN|32739
39035|961|8th |Union Hill|TN|37746
39036|675|Hickory 4th|Cedar|KY|41229
39037|647|Seventh First|Pleasant Hill|MS|53604
39038|873|Valley Ridge|Oakwood|IA|50169
39039|296|Jackson Ninth|Walnut Grove|IA|57752
39040|728|4th |Springfield|GA|39303
39041|371|Sunset Forest|Riverdale|TX|79391
39042|250|Highland Maple|Hopewell|GA|30587
39043|314|Hillcrest 3rd|Walnut Grove|MS|57752
39044|477|12th |Sunnyside|IN|41952
39045|906|1st Willow|Farmington|IA|59145
39046|317|7th Pine|Mount Vernon|IL|69127
39047|961|Williams |Clinton|NC|28222
39048|416|Thirteenth 4th|Oakdale|TX|79584
39049|1|Mill Third|Providence|CO|86614
39050|800|North |Woodlawn|MO|64098
39051|283|Chestnut Sixth|Cedar Grove|MT|60411
39052|504|3rd |New Hope|ID|89431
39053|240|Sixth Spruce|Waterloo|TX|71675
39054|731|Ridge |New Hope|GA|39431
39055|7|Park |Newport|MT|61521
39056|130|Pine |Ashland|OK|74244
39057|196|Forest Valley|Mount Pleasant|NE|62739
39058|375|Maple |Crossroads|WY|80534
39059|466|8th Central|Mount Olive|KY|48059
39060|879|5th Cedar|Woodville|TX|74289
39061|758|Hillcrest Second|Lebanon|VA|22898
39062|990|5th Forest|Riverside|TX|79231
39063|875|14th 2nd|||
39064|442|Madison 5th|Edgewood|MO|60069
39065|972|Park Wilson|White Oak|TN|36668
39066|108|Cedar |Jamestown|WI|56867
39067|896|6th |Mount Vernon|VA|29127
39068|372|4th Dogwood|Glenwood|KS|63511
39069|898|Cherry |Midway|KS|61904
39070|794|Washington |Pleasant Valley|GA|32477
39071||||MN|55804
39072|271|Highland |Newtown|NY|11749
39073|278|Miller |Crystal|OH|45258
39074|428|Pine Lincoln|Woodland|NH|05454
39075|787|Willow |Bunker Hill|IA|50150
39076|800|Davis College|Wilson|MO|66971
39077|910|Maple 10th|Oakdale|IA|59584
39078|75|Central Spruce|Ashland|AL|34244
39079|966|Broadway 11th|Union Hill|FL|37746
39080|461|Smith North|Fairview|MN|55709
39081|10|15th 10th|Elizabeth|ID|82935
39082|296|Tenth |Lakeside|GA|39532
39083|89|Green |Deerfield|CA|99840
39084|179|Lake Valley|Wright|TX|72814
39085|953|9th 1st|Providence|IA|56614
39086|424|Lakeview Woodland|Whispering Pines|NE|67609
39087|505|4th |Bunker Hill|KY|40150
39088|563|||GA|
39089|134|6th |Arcola|MD|21654
39090|5|Hillcrest |Pleasant Grove|MD|24136
39091|858|Ash |Marion|IA|50399
39092|189|Forest Broadway|Wildwood|NJ|07471
39093|928|Ridge |Clinton|OH|48222
39094|972|Lake |Avoca|IA|50540
39095|718|Sixth |Deerfield|LA|79840
39096|923|Miller 8th|Chestnut Ridge|OK|77334
39097|236|Cedar |||34098
39098|306|Third |Antioch|MS|58605
39099|231|Walnut |Greenville|GA|31387
39100|766|River |Riverside|TX|79231
39101||1st Lake|||29237
39102|805|Jefferson |Pleasant Hill|LA|73604
39103|197|2nd |Woodland|MS|54854
39104||||MS|56787
39105|144|Spring |Brownsville|TX|79310
39106|558|5th Hill|Ashland|MS|54244
39107|434|Woodland |Kingston|GA|34975
39108|517|Second |Riverview|NC|29003
39109|145|West |Fairfield|WI|56192
39110|296|Spring Church|Riverview|TX|79003
39111|697|7th 1st|Mount Vernon|TX|79127
39112|852|Valley Oak|Stringtown|AR|70162
39113|990|Pine Park|Friendship|KY|44536
39114|315|Cherry Cedar|Kingston|TX|74975
39115|819|Franklin |Centerville|KS|60059
39116|785|15th Madison|Summit|ID|80499
39117|351|West |Collinsville|WV|22459
39118|534|Valley Highland|Sulphur Springs|FL|38354
39119|885|Church |Newport|MN|51521
39120|505|Oak Center|Lakeview|TN|38579
39121|335|1st South|Lebanon|LA|72898
39122|753|Pine Elm|Forest Hills|OH|49237
39123|||Oakdale|TX|79584
39124|799|Spruce |Oak Grove|ND|58370
39125|624|Williams Park|Woodland|TX|74854
39126|735|Lee Second|Kingston||
39127|133|Green Washington|Sutton|AR|75413
39128|927|Laurel |Oak Grove|ND|58370
39129|368|8th 10th|Hopewell|VA|20587
39130|26|6th Fourth|Glenwood|IA|53511
39131|648|Main Maple|Kingston|GA|34975
39132|349|Walnut Cherry|Maple Grove|AK|98252
39133|771||Greenfield||
39134|180|Maple First|Oakdale|NC|29584
39135|163|Second Cherry|Maywood|CA|95681
39136|64|Madison |Midway|SC|21904
39137|576|Sycamore |Greenfield|OK|75038
39138|663|4th |Sunnyside|SC|21952
39139|257|West Third|Valley View|RI|05724
39140|306|Walnut Meadow|Greenwood|SC|28828
39141|564|Sixth Park|||26549
39142|923|Lincoln Seventh|Marion|FL|30399
39143|543|Mill |Springdale|AZ|88883
39144|122|9th |Fairview|VA|25709
39145|798|Woodland |Fairview|MS|55709
39146|810|Cherry |Shannon|TN|34120
39147|787|Locust Walnut|Walnut Grove|AL|37752
39148|656|2nd |Springdale|TX|78883
39149|732|4th |Woodville|VA|24289
39150|894|East |Wildwood|VA|26871
39151|289|Sunset |Newport|KY|41521
39152|767|Valley Laurel|Lakeside|OH|49532
39153|679|Laurel |Summit|CO|80499
39154|154|Dogwood Church|Greenfield|IN|45038
39155|33|Lincoln 6th|Forest Hills|PA|19237
39156|735|Chestnut |Stringtown|SD|50162
39157|596|Sunset |Riverview|IN|49003
39158|253|Laurel View|Bethel|AR|75281
39159|768|Washington Davis|Lebanon|SD|52898
39160|725|Dogwood |Summit|CO|80499
39161|216|Lee |Glenwood|TX|73511
39162|371|West 4th|Clifton|GA|38014
39163|34|Fifth Washington|Forest Hills|TN|39237
39164|201|6th First|Oakdale|AR|79584
39165|301|Eigth |Lakewood|OK|78877
39166|898|Jackson 1st|Lakewood|TX|78877
39167|137|11th Washington|Lewis|KY|47066
39168|841|Willow |Bunker Hill|MI|40150
39169|307|First 10th|Union|MI|48721
39170|654|1st Williams|Fairfield|WI|56192
39171|974||Wilson||46971
39172|835|10th Chestnut|Midway|MD|21904
39173|||Rolling Hills||
39174|653|College Jackson|Fairfield|AL|36192
39175|168|East Locust|Cedar Grove|CO|80411
39176|76|East |Fairbanks|MI|46653
39177|22|11th Franklin|Spring Valley|AR|76060
39178|787|Church |Glendale|AL|33951
39179|358|Lincoln |Georgetown|KY|47057
39180|550|Railroad Miller|Forest Hills|GA|39237
39181|713|||IA|54244
39182|518|10th West|Wildwood|IA|56871
39183|676|Miller Pine|Lakewood|NE|68877
39184||Pine |||
39185|332|Fifteenth |Antioch|CO|88605
39186|178|View |Argyle|MN|58722
39187|451|Central |Summit|IL|60499
39188|742|Miller |Harmony|MI|45804
39189|456|Church Fifth|Farmington|MT|69145
39190|495|1st Ridge|Oak Grove|NC|28370
39191|109|7th |Cordova|KY|46938
39192|34|2nd |Farmington|PA|19145
39193|713|12th River|Springfield|MI|49303
39194|35|Hill |Cedar Grove|TX|70411
39195|580|Birch Maple|Hopewell|SC|20587
39196|697|Park 3rd|Oakwood|TX|70169
39197|125|Sunset |Woodlawn|CA|94098
39198|758|8th |Pleasant Grove|IL|64136
39199|594|Wilson Sunset|Shady Grove|AL|32812
39200|962|Smith |Liberty|LA|73451
39201|874|Lee |Belmont|WV|20191
39202|360|Fifth |Marion|IN|40399
39203|511|River |Sulphur Springs|LA|78354
39204|283|Jefferson |Shiloh|MI|49275
39205|702|Washington Broadway|Belmont|PA|10191
39206|724|8th 5th|Pleasant Hill|SD|53604
39207|642|Railroad North|Greenville|MT|61387
39208|100|Sunset Cherry|Union Hill|KY|47746
39209|71|6th Franklin|Pinecrest|WV|29981
39210|||||05519
39211|929|3rd Main|Lakewood|SD|58877
39212||Center Oak|||
39213|568|Eigth |Brownsville|KS|69310
39214|659|College Willow|Mount Olive|KS|68059
39215|90|Main Walnut|Brownsville|WI|59310
39216|24|12th |Union Hill|TX|77746
39217|972|Walnut |Oakdale|OH|49584
39218|978|Maple College|Willis|ID|86788
39219|824|Hillcrest |Stringtown|GA|30162
39220|850|Thirteenth Woodland|Deerfield|TX|79840
39221|641|Adams 1st|Highland Park|KY|46534
39222|758|Third |Mount Vernon|NC|29127
39223|990|Johnson Washington|Cedar Grove|WV|20411
39224|128|7th |Fairview|TX|75709
39225|826|7th 7th|Flint|IA|58909
39226|90|Washington |Newport|TX|71521
39227|523|5th |Lakewood|OK|78877
39228|419|View |Oak Ridge|TX|78371
39229|987|College 6th|Wilson|NC|26971
39230|215|9th View|Belmont|NE|60191
39231|974|Main Jackson|Spring Hill|NC|26787
39232|782|3rd |Highland Park|IL|66534
39233|746|South |Oak Grove|TX|78370
39234|5|5th Hickory|Mount Vernon|TX|79127
39235|412|Oak |Fairview|PA|15709
39236|643|3rd Ash|Friendship|AK|94536
39237|53|Adams Oak|Fayetteville|SD|51732
39238|189|Johnson |Sunnyside|UT|81952
39239|26|Locust Williams|Sumner|TN|30519
39240|635|2nd |White Oak|NE|66668
39241|947|First |Buena Vista|NM|85752
39242|616|Spring |Highland Park|TX|76534
39243|637|4th Walnut|Five Points|SD|56098
39244|304|Willow |Wesley|CA|91218
39245|674|Sycamore |Lakewood|NC|28877
39246|569|1st |Lakeview|NY|18579
39247|75|Ridge Smith|Plainview|MD|23683
39248|273|Hill |Mount Vernon|MN|59127
39249|669|Center |Friendship|FL|34536
39250|36|Oak |Newport|MN|51521
39251|249|Ninth |Indian Village|NM|81075
39252|169|Lee |Pleasant Grove|OH|44136
39253|381|6th Lincoln|Forest Hills|IN|49237
39254|972|Second |Clifton|WI|58014
39255|514|1st Elm|Freeport|MO|61844
39256|508|River |Greenwood|IL|68828
39257|507|Second Dogwood|Mount Pleasant|VA|22739
39258|764|Center |Oakdale|KS|69584
39259|212|Park Elm|Riverdale|KY|49391
39260|31|South 15th|Five Points|WV|26098
39261|947|8th |Concord|TX|74107
39262|89|Adams Cedar|Green Acres|KS|67683
39263|512|East |Springfield|SC|29303
39264|501|Mill |Bennett|TX|71715
39265|374|Cedar |White Oak|MD|26668
39266|213|East |Riverdale|AL|39391
39267|83|2nd |Hamilton|KS|62808
39268|792|Third Hillcrest|Springdale|AL|38883
39269|776|Walnut |Spring Valley|MN|56060
39270|491|7th Poplar|Sunnyside|NC|21952
39271|409|Cedar Birch|Jackson|NJ|09583
39272|514|8th |Ashland|VA|24244
39273|983|6th Meadow|Mount Zion|KS|68054
39274|221|Franklin |Five Points|KY|46098
39275|920|Locust Cherry|Friendship|OR|94536
39276|156|View |Mount Vernon|KY|49127
39277|32|Lake Lincoln|Harmony|AK|95804
39278|506|Jefferson Central|White Oak|AK|96668
39279|959|13th Locust|Mount Pleasant|GA|32739
39280|914|Main Williams|Franklin|VA|29101
39281|170|First |Sawyer|IN|46045
39282|181|Laurel |Stringtown|TX|70162
39283|353|1st 12th|Glendale|OK|73951
39284|716|Main |Mountain View|TN|34466
39285|687|Maple 8th|Macedonia|KY|41087
39286|539||Sulphur Springs|KY|48354
39287|71|10th |Forestville|IL|63027
39288||15th Williams|Fairview|MT|
39289|257|3rd South|Oakdale|OH|49584
39290|910|Lee 11th|Tremont|KS|69515
39291|128|Davis Franklin|Greenwood|PA|18828
39292|47|3rd |Fairfield|LA|76192
39293|901|Pine |Kingston|NC|24975
39294|348|Adams Central|Greenfield|OR|95038
39295|425|Maple Second|Perkins|KS|61852
39296|915|College |Kimball|TX|73595
39297|82|Pine |Mountain View|CO|84466
39298|367|8th |Stringtown|KS|60162
39299|215|Laurel |Five Points|KY|46098
39300|419|7th |Enterprise|CO|81757
39301|807|5th Spruce|Riverview|FL|39003
39302|147|Broadway Second|Union Hill|MO|67746
39303|705|Washington Hill|Franklin|IL|69101
39304|680|Jefferson Adams||AR|
39305|181|Woodland Poplar|Forest Hills|ND|59237
39306|134|2nd |Birmingham|OH|43372
39307|608|Main Smith|Hillcrest|VA|23003
39308|||Cedar Grove|PA|
39309|619|Jefferson |Woodlawn|SD|54098
39310|438|Franklin |Hillcrest|VT|03603
39311|179|Cherry Dogwood|Salem|TX|78048
39312|99|5th Lakeview|Five Forks|GA|32293
39313|102|10th Pine|Marion|OK|70399
39314|525|Park Sycamore|Edgewood|NC|20069
39315|812|Lake 7th|Greenfield|MN|55038
39316|282|Jefferson Seventh|Spring Hill|SC|26787
39317|851|Elm |Shiloh|KS|69275
39318|241|Valley |Frenchtown|TX|72629
39319|394|Laurel |Jackson|NV|89583
39320|451|Maple |Five Points|SD|56098
39321|283|Franklin |Oakland|GA|39843
39322|219|Jefferson |Stafford|VA|24980
39323|273|Washington Washington|Wildwood|ND|56871
39324|186|6th Valley|Greenfield|MO|65038
39325|365|Meadow Hill|Enterprise|TX|71757
39326|340|Sycamore Spruce|Oneida|TN|34027
39327|800|Mill North|Liberty|IN|43451
39328|||Riverview||
39329|20|Ridge Green|Mountain View|AR|74466
39330|638|Cedar |Pleasant Grove|MN|54136
39331|71|4th Adams|Unionville|AK|91711
39332|545|Hillcrest |Valley View|FL|35124
39333|851|Main West|Providence|ND|56614
39334|997|Smith |Deerfield|TX|79840
39335|114|Cherry Railroad|Gum Springs|PA|12106
39336|198|West 7th|Riverdale|KS|69391
39337|780|Forest |Newport|AK|91521
39338|99|5th |Yorktown|TX|70732
39339|||Lincoln|AR|71289
39340|547|13th Park|Lincoln|IA|51289
39341|239|Pine Lee|Bethel|OH|45281
39342|143|Hill |Riverside|WI|59231
39343|853|Washington West|Red Hill|TX|74338
39344|678|Dogwood |Riverview|CO|89003
39345|530|Wilson |Green Acres|NM|87683
39346|945|South Franklin|Proctor|IL|68140
39347|357|Hill |Liberty|TX|73451
39348|275|Center |Greenfield|AR|75038
39349|21|Ridge Oak|Macedonia|KS|61087
39350|551|2nd |Centerville|WY|80059
39351|187|Lee Dogwood|Ashland|AR|74244
39352|94|Madison |Edgewood|MI|40069
39353|427|First |Florence|TX|73394
39354|696|Smith |Spring Valley|CO|86060
39355|704|12th Green|State Line|KS|64312
39356|259|Willow |Bethesda|OH|45980
39357|862|Hill Sunset|Pine Grove|NE|64593
39358|901|2nd Central|Union|CT|09321
39359|779|Spring |Woodlawn|KS|64098
39360|293|Park |Sunnyside|SC|21952
39361|638|Seventh Ridge|Hillcrest|NC|23003
39362|685|8th |Wildwood|SD|56871
39363|206|Center |Georgetown|IN|47057
39364|||Clinton||
39365|175|3rd |Forest Hills|NE|69237
39366|690|8th 10th|Oakdale|IL|69584
39367|291|7th |Ashland|AL|34244
39368|855|11th Lincoln|Wright|IA|52814
39369|520|Woodland Birch|Greenfield|KY|45038
39370|217|Fifth |Price|VA|23824
39371|468|3rd |Walnut Grove|GA|37752
39372|152|Second First|Springfield|OK|79303
39373|109|Elm |Woodville|FL|34289
39374|337|River Fifth|Stringtown|KY|40162
39375|479|Johnson |Mountain View|WI|54466
39376|690|Central South|Star|NY|10725
39377|255|4th Davis|Pleasant Hill|TN|33604
39378|774|Third Smith|Wilton|KY|46997
39379|212|Chestnut |Brownsville|CA|99310
39380|833|South |Harmony|AK|95804
39381|808|View |Vienna|TX|75119
39382|11|Second |Bunker Hill|NC|20150
39383|724|Second |Union Hill|GA|37746
39384|346|South |Pleasant Grove|KS|64136
39385|577|1st |Edgewood|KY|40069
39386|379|View Fifth|Fowler|MI|41083
39387|322|Walnut |Union Hill|AL|37746
39388|718|3rd 2nd|Mountain View|IL|64466
39389|727|Walnut Mill|Pleasant Grove|CO|84136
39390|209|Oak 13th|Salem|SD|58048
39391|626|View |Sulphur Springs|NE|68354
39392|558|Elm 9th|Five Forks|UT|82293
39393|11|Lee |Spring Hill|TX|76787
39394|546|Church Park|Fairview|IN|45709
39395|189|Woodland |Mount Olive|CO|88059
39396|870|Sycamore Smith|Greenville|KY|41387
39397|965|Johnson Washington|Sheffield|LA|76896
39398|109|Birch |Pleasant Grove|LA|74136
39399|14|3rd |Forest Hills|NE|69237
39400|578|Willow First|Shiloh|RI|09875
39401|379|5th Woodland|Woodland|IL|64854
39402|78|14th |Shady Grove|CA|92812
39403|145|Fourth |Shiloh|OR|99275
39404|810|Madison Williams|Belmont|TX|70191
39405|865|South |Pine Grove|NE|64593
39406|351|Pine |White Oak|AR|76668
39407|9|7th |New Hope|TN|39431
39408|535|Oak Green|Arlington|NJ|07157
39409|61|Railroad |Pine Grove|OH|44593
39410|991|Park West|Waterloo|ND|51675
39411|134|Ridge |Allison|GA|34167
39412|143|Sycamore |Belmont|GA|30191
39413|255|Oak 12th|Ashland|WI|54244
39414|853|Green |Bunker Hill|WI|50150
39415|403|Sixth Spring|Unionville|VA|21711
39416|150|4th Oak|Walnut Grove|VA|27752
39417|836|Jackson |Indian Village|KS|61075
39418|200|Jefferson Chestnut|Ellisville|IL|66820
39419|923|Jackson Walnut|Providence|WI|56614
39420|62|7th Sunset|Freeman|IA|52297
39421||Jefferson ||VA|23394
39422|388|Cedar |Newtown|TX|71749
39423|668|Second Church|White Oak|NC|26668
39424|574|Sycamore 8th|Riverside|KS|69231
39425|543|10th |Springdale|KY|48883
39426|84|Hill West|Shady Grove|LA|72812
39427|959|Spring 2nd|Spring Valley|CA|96060
39428|631|Second |Watkins|FL|31732
39429|102|Franklin |Farmington|WI|59145
39430|847|Cedar |Glenwood|NY|13511
39431|135|Church 3rd|Hartland|MI|46594
39432|735|Elm 4th|Sunnyside|VA|21952
39433|993|Valley 10th|Lakewood|MO|68877
